0	2.4038	48.8578
1	2.399	48.8366
2	2.407	48.8821
3	2.3964	48.8621
4	2.3236	48.8459
5	2.3083	48.8723
6	2.3372	48.8781
7	2.3762	48.8343
8	2.3073	48.8794
9	2.3636	48.862
10	2.409	48.8438
11	2.2552	48.8953
12	2.3423	48.883
13	2.357	48.8381
14	2.3908	48.8741
15	2.3117	48.8914
16	2.4115	48.8599
17	2.3607	48.8681
18	2.3625	48.8633
19	2.2557	48.8489
20	2.3688	48.8232
21	2.3532	48.8589
22	2.3378	48.8362
23	2.3964	48.8693
24	2.3076	48.8312
25	2.3232	48.837
26	2.3917	48.8786
27	2.3431	48.8946
28	2.2945	48.879
29	2.2706	48.834
30	2.3703	48.88
31	2.3298	48.8706
32	2.3687	48.8604
33	2.277	48.8666
34	2.3039	48.8418
35	2.3358	48.8513
36	2.4156	48.8521
37	2.2608	48.8964
38	2.3161	48.8573
39	2.3714	48.8324
40	2.3718	48.8359
41	2.3584	48.9004
42	2.326	48.8548
43	2.2792	48.8617
44	2.3243	48.8818
45	2.3306	48.8541
46	2.3448	48.8463
47	2.3315	48.8904
48	2.3351	48.886
49	2.2688	48.833
50	2.3188	48.8811
51	2.3807	48.846
52	2.2806	48.854
53	2.3409	48.8942
54	2.403	48.8639
55	2.3685	48.8773
56	2.263	48.8574
57	2.3926	48.8777
58	2.273	48.8354
59	2.2932	48.8829
60	2.4028	48.8167
61	2.3556	48.8529
62	2.4124	48.8743
63	2.3757	48.8666
64	2.2832	48.841
65	2.3828	48.8583
66	2.3476	48.8663
67	2.3508	48.8253
68	2.367	48.8591
69	2.377	48.8381
70	2.369	48.8535
71	2.3394	48.8392
72	2.2595	48.8219
73	2.2703	48.8628
74	2.414	48.8197
75	2.3876	48.8933
76	2.2639	48.8849
77	2.3948	48.8823
78	2.3168	48.8743
79	2.2653	48.8681
80	2.3564	48.8386
81	2.2588	48.8567
82	2.291	48.8833
83	2.3515	48.8554
84	2.3934	48.8856
85	2.2873	48.896
86	2.3303	48.8896
87	2.2883	48.8805
88	2.391	48.8739
89	2.388	48.8983
90	2.326	48.8485
91	2.322	48.8411
92	2.3623	48.8968
93	2.3924	48.8621
94	2.3448	48.8922
95	2.3978	48.8868
96	2.3967	48.8554
97	2.3973	48.8585
98	2.3405	48.8496
99	2.3785	48.8553
100	2.3267	48.8758
101	2.3401	48.8456
102	2.3517	48.8229
103	2.3448	48.8444
104	2.3964	48.8285
105	2.3797	48.8607
106	2.3689	48.8289
107	2.4154	48.8536
108	2.34	48.8228
109	2.3836	48.8434
110	2.3561	48.8703
111	2.3948	48.8355
112	2.277	48.8942
113	2.4004	48.8497
114	2.3601	48.8818
115	2.3381	48.8913
116	2.385	48.8983
117	2.3177	48.8162
118	2.3404	48.8631
119	2.3712	48.8762
120	2.279	48.8913
121	2.3382	48.8335
122	2.2896	48.8322
123	2.3133	48.8372
124	2.3017	48.8395
125	2.3528	48.8801
126	2.3162	48.8344
127	2.3191	48.8565
128	2.2719	48.8632
129	2.3189	48.8835
130	2.3518	48.844
131	2.3002	48.8843
132	2.2714	48.8869
133	2.3087	48.8451
134	2.3909	48.8545
135	2.2764	48.8579
136	2.3011	48.8693
137	2.3696	48.8894
138	2.3319	48.8341
139	2.3394	48.873
140	2.3114	48.8358
141	2.4062	48.8935
142	2.3001	48.8352
143	2.3532	48.8495
144	2.344	48.8885
145	2.3427	48.8636
146	2.3225	48.8883
147	2.4144	48.8359
148	2.3684	48.878
149	2.3405	48.9008
150	2.3664	48.8176
151	2.3691	48.8351
152	2.3022	48.8357
153	2.4134	48.8619
154	2.2979	48.847
155	2.3289	48.8881
156	2.3114	48.8453
157	2.3108	48.8704
158	2.2768	48.8866
159	2.3613	48.8307
160	2.2549	48.8789
161	2.3954	48.8852
162	2.3698	48.884
163	2.3136	48.8336
164	2.2692	48.8656
165	2.3185	48.8987
166	2.2896	48.8493
167	2.3096	48.8454
168	2.4058	48.8547
169	2.281	48.8259
170	2.3865	48.8855
171	2.346	48.837
172	2.2961	48.8842
173	2.3589	48.8183
174	2.3866	48.8994
175	2.3425	48.8925
176	2.3311	48.8983
177	2.3708	48.8245
178	2.352	48.8442
179	2.3935	48.8853
180	2.3237	48.8528
181	2.3376	48.8823
182	2.3772	48.85
183	2.334	48.8383
184	2.3118	48.8462
185	2.3549	48.862
186	2.3168	48.8449
187	2.2671	48.8577
188	2.3292	48.8384
189	2.3724	48.8308
190	2.3779	48.8589
191	2.2543	48.8975
192	2.3217	48.8614
193	2.2785	48.8348
194	2.3639	48.8503
195	2.2799	48.8555
196	2.391	48.861
197	2.3605	48.8205
198	2.2694	48.9012
199	2.2543	48.864
200	2.3318	48.8254
201	2.3622	48.8974
202	2.3623	48.8587
203	2.2606	48.8926
204	2.333	48.8594
205	2.3725	48.8321
206	2.2765	48.8168
207	2.383	48.879
208	2.2986	48.8681
209	2.3921	48.838
210	2.3444	48.8329
211	2.3449	48.8892
212	2.2712	48.8352
213	2.2931	48.8182
214	2.3988	48.8501
215	2.3945	48.8681
216	2.3717	48.8644
217	2.274	48.8615
218	2.3758	48.892
219	2.2904	48.8358
220	2.3941	48.8987
221	2.3045	48.8756
222	2.3454	48.8281
223	2.3231	48.8437
224	2.3212	48.8374
225	2.3478	48.8835
226	2.2604	48.849
227	2.4087	48.8345
228	2.4148	48.8811
229	2.316	48.8413
230	2.3064	48.8741
231	2.3691	48.8413
232	2.3653	48.851
233	2.3287	48.8814
234	2.3489	48.8525
235	2.4063	48.831
236	2.3939	48.8818
237	2.3456	48.8362
238	2.38	48.8824
239	2.3951	48.8577
240	2.4014	48.8591
241	2.3062	48.888
242	2.3299	48.8267
243	2.2662	48.8567
244	2.26	48.8517
245	2.3439	48.8908
246	2.3644	48.833
247	2.257	48.8449
248	2.3147	48.8907
249	2.2572	48.8839
250	2.3657	48.8601
251	2.4053	48.8838
252	2.3816	48.8601
253	2.288	48.8486
254	2.3722	48.8242
255	2.3867	48.85
256	2.3257	48.8428
257	2.3603	48.8846
258	2.403	48.8993
259	2.3034	48.833
260	2.3219	48.8813
261	2.3075	48.8417
262	2.3112	48.8461
263	2.3919	48.8407
264	2.3394	48.8617
265	2.4	48.8385
266	2.3087	48.831
267	2.3931	48.8702
268	2.3692	48.8747
269	2.2839	48.8644
270	2.3393	48.8976
271	2.2849	48.867
272	2.321	48.889
273	2.3632	48.8507
274	2.3459	48.8457
275	2.3837	48.8867
276	2.3537	48.8628
277	2.3735	48.8757
278	2.2682	48.8291
279	2.307	48.8752
280	2.3309	48.8255
281	2.3132	48.8796
282	2.2999	48.8605
283	2.3253	48.8962
284	2.3448	48.8365
285	2.4068	48.8582
286	2.3735	48.8994
287	2.3097	48.894
288	2.3411	48.8241
289	2.3404	48.8516
290	2.3477	48.8796
291	2.3257	48.8702
292	2.3366	48.8835
293	2.3544	48.8781
294	2.3999	48.8811
295	2.3387	48.8259
296	2.2572	48.8442
297	2.3923	48.8928
298	2.3035	48.8368
299	2.3455	48.8228
300	2.3545	48.8841
301	2.3009	48.872
302	2.3269	48.8315
303	2.3422	48.8495
304	2.3895	48.864
305	2.3463	48.8241
306	2.3915	48.8579
307	2.3165	48.8333
308	2.2675	48.8573
309	2.3976	48.8578
310	2.2924	48.8399
311	2.2588	48.8423
312	2.3447	48.8256
313	2.3187	48.874
314	2.28	48.8342
315	2.3479	48.8402
316	2.3356	48.8815
317	2.3257	48.8978
318	2.3894	48.8981
319	2.4001	48.8672
320	2.3791	48.8564
321	2.3346	48.9002
322	2.3751	48.8533
323	2.3491	48.9005
324	2.3797	48.8543
325	2.365	48.8307
326	2.3058	48.8335
327	2.3032	48.8488
328	2.2813	48.8587
329	2.2984	48.8317
330	2.2818	48.834
331	2.2763	48.8502
332	2.3539	48.8304
333	2.335	48.893
334	2.2836	48.8476
335	2.2903	48.8887
336	2.3331	48.8332
337	2.4071	48.8551
338	2.3889	48.8788
339	2.3913	48.8381
340	2.3365	48.8746
341	2.3807	48.8224
342	2.3558	48.8701
343	2.3595	48.8753
344	2.324	48.8797
345	2.3662	48.8518
346	2.3833	48.8678
347	2.3125	48.8892
348	2.2597	48.8513
349	2.3021	48.8481
350	2.3275	48.8491
351	2.4005	48.8719
352	2.3183	48.8992
353	2.333	48.8837
354	2.416	48.8373
355	2.3699	48.8484
356	2.4103	48.8666
357	2.3446	48.8719
358	2.3767	48.8249
359	2.3976	48.8551
360	2.3212	48.8533
361	2.2862	48.8658
362	2.4097	48.856
363	2.3711	48.8196
364	2.4014	48.8402
365	2.3182	48.8594
366	2.3827	48.851
367	2.3124	48.8262
368	2.3642	48.8732
369	2.39	48.8538
370	2.4129	48.8911
371	2.2839	48.8374
372	2.2967	48.8545
373	2.3772	48.8543
374	2.373	48.8475
375	2.322	48.8495
376	2.3888	48.8394
377	2.2786	48.8321
378	2.3819	48.8282
379	2.3793	48.895
380	2.3523	48.8618
381	2.3055	48.8544
382	2.272	48.8528
383	2.4031	48.8412
384	2.3956	48.8816
385	2.3649	48.8238
386	2.398	48.8596
387	2.3487	48.8901
388	2.3672	48.865
389	2.3844	48.8548
390	2.3779	48.8661
391	2.2841	48.8352
392	2.2964	48.8248
393	2.3257	48.8824
394	2.3548	48.8475
395	2.2991	48.8896
396	2.283	48.8676
397	2.3774	48.8496
398	2.3933	48.8823
399	2.2925	48.8333
400	2.312	48.8896
401	2.4049	48.8984
402	2.4076	48.8804
403	2.264	48.8462
404	2.3396	48.8217
405	2.2736	48.857
406	2.3189	48.888
407	2.3068	48.8447
408	2.3763	48.8303
409	2.3396	48.8636
410	2.2811	48.86
411	2.3374	48.8559
412	2.2866	48.8612
413	2.3389	48.8535
414	2.315	48.8405
415	2.3746	48.8212
416	2.3538	48.8941
417	2.3295	48.8372
418	2.341	48.8577
419	2.3019	48.8742
420	2.4058	48.8391
421	2.3786	48.8893
422	2.4069	48.8716
423	2.2757	48.8336
424	2.3147	48.8515
425	2.2975	48.8661
426	2.2807	48.8755
427	2.2973	48.8771
428	2.3323	48.8814
429	2.3031	48.8941
430	2.3412	48.8431
431	2.2968	48.8257
432	2.282	48.8443
433	2.2718	48.8455
434	2.3422	48.8497
435	2.3032	48.8407
436	2.3623	48.8591
437	2.3184	48.9006
438	2.3589	48.9001
439	2.3029	48.8999
440	2.3956	48.8196
441	2.2556	48.8316
442	2.3717	48.8201
443	2.3075	48.8319
444	2.2942	48.829
445	2.3513	48.8551
446	2.3526	48.8802
447	2.4133	48.8567
448	2.2808	48.8703
449	2.2776	48.8459
450	2.2922	48.8687
451	2.3856	48.8259
452	2.3303	48.8216
453	2.3928	48.8821
454	2.3697	48.8233
455	2.279	48.8427
456	2.4033	48.8876
457	2.3559	48.827
458	2.3115	48.8696
459	2.2744	48.8717
460	2.3157	48.8511
461	2.3363	48.8799
462	2.3891	48.8306
463	2.3026	48.8359
464	2.4119	48.8484
465	2.2581	48.8451
466	2.2898	48.8352
467	2.3611	48.888
468	2.328	48.8567
469	2.3305	48.8951
470	2.3088	48.8279
471	2.411	48.8337
472	2.3686	48.8861
473	2.4143	48.8588
474	2.3767	48.899
475	2.3951	48.8668
476	2.2546	48.8417
477	2.3482	48.8485
478	2.3218	48.8771
479	2.4027	48.8718
480	2.3719	48.8989
481	2.3328	48.8794
482	2.3075	48.889
483	2.2576	48.8333
484	2.2902	48.8616
485	2.35	48.826
486	2.4001	48.8732
487	2.3335	48.8395
488	2.4098	48.8727
489	2.4149	48.85
490	2.34	48.8758
491	2.3706	48.8874
492	2.3918	48.8616
493	2.3369	48.8309
494	2.3616	48.867
495	2.3489	48.8733
496	2.3007	48.8653
497	2.3678	48.827
498	2.347	48.8266
499	2.3528	48.8205
500	2.3378	48.8211
501	2.3635	48.8638
502	2.387	48.8904
503	2.3706	48.8985
504	2.305	48.872
505	2.2841	48.8774
506	2.3977	48.8383
507	2.3535	48.84
508	2.3521	48.8286
509	2.3247	48.8359
510	2.3034	48.8763
511	2.3022	48.8933
512	2.2673	48.8582
513	2.3015	48.8844
514	2.3773	48.8908
515	2.4074	48.8473
516	2.3071	48.8386
517	2.3242	48.8428
518	2.3373	48.8486
519	2.3513	48.8178
520	2.2572	48.8871
521	2.2795	48.8321
522	2.3957	48.8671
523	2.3657	48.8719
524	2.2827	48.8298
